Country_or_region,URL,Tag
Honduras,http://www.latribuna.hn/2015/10/19/mas-de-200-familias-evacuadas-por-inundaciones/,Disasters
Honduras,http://www.jips.org/files/1048,Conflict and violence
Hungary,http://www.katasztrofavedelem.hu/index2.php?pageid=szervezet_flood_emergency&lang=eng#flash,Disasters
India,http://reliefweb.int/report/india/cyclone-phailin-pummels-india-half-million-evacuated,Disasters
India,http://www.oxfamindia.org/subpage/238,Disasters
India,http://www.sdmassam.nic.in/pdf/flood_report/2014/Daily_Flood_Report_26.08.2014.pdf,Disasters
India,http://in.reuters.com/article/2014/08/06/india-nepal-floods-idINKBN0G604X20140806,Disasters
India,http://reliefweb.int/sites/reliefweb.int/files/resources/RJNA%20Report%20Part%20-1-Revised.pdf,Disasters
India,http://www.christianaid.ie/emergencies/areas-of-concern/india-forceful-floods-hit-the-poorest-hardest.aspx,Disasters
India,http://erccportal.jrc.ec.europa.eu/ECHO-Flash/Echo-Flash-Item/oid/4934/xmps/1974,Disasters
India,http://timesofindia.indiatimes.com/india/Over-20000-evacuated-from-flood-hit-Vadodara/articleshow/42237243.cms,Disasters
India,http://floodlist.com/asia/10000-displaced-assam-floods-june-2014,Disasters
India,http://floodlist.com/asia/july-2014-madhya-pradesh-floods,Disasters
India,http://timesofindia.indiatimes.com/india/Death-toll-in-Chhattisgarh-floods-reaches-three/articleshow/38933405.cms,Disasters
India,http://thepeninsulaqatar.com/news/india/294994/15-families-evacuated-in-himachal-after-landslides,Disasters
India,http://www.ndtv.com/cheat-sheet/srinagar-on-flood-alert-as-river-jhelum-crosses-danger-mark-750643,Disasters
India,http://in.reuters.com/article/india-storm-idINKBN0NE1P420150423,Disasters
India,http://tribune.com.pk/story/932063/at%ADleast%AD180%ADdead%ADa%ADmillion%ADdisplaced%ADin%ADindia%ADfloods/1/3/,Disasters
India,http://www.asdma.gov.in/pdf/flood_report/2015/Daily_Flood_Report_22.08.2015.pdf,Disasters
India,http://www.asdma.gov.in/pdf/flood_report/2015/Daily_Flood_Report_03.09.2015.pdf,Disasters
India,http://indianexpress.com/article/cities/kolkata/dust-storm-in-bengal-leaves-200-homeless/,Disasters
India,http://www.tribuneindia.com/news/nation/floods-wreak-havoc-claim-81-lives-in-three-states/114599.html,Disasters
India,http://www.theshillongtimes.com/2015/03/31/contain-tribal-issue-in-nagaland-state-bjp-urges-govt/,Conflict and violence
India,http://timesofindia.indiatimes.com/india/Rajnath-to-meet-Tripura-Mizoram-CMs-on-Bru-rehab/articleshow/46230660.cms,Conflict and violence
India,http://pib.nic.in/newsite/PrintRelease.aspx?relid=106628,Conflict and violence
India,http://timesofindia.indiatimes.com/india/JK-govt-approves-3000-posts-for-Kashmiri-pandits-under-PMs-package/articleshow/46527426.cms,Conflict and violence
India,http://www.bbc.com/news/world-asia-india-30692286,Conflict and violence
India,http://news.trust.org/item/20141010070859-g23bz?view=print,Conflict and violence
India,http://ec.europa.eu/echo/files/funding/decisions/2014/HIPs/india_en.pdf,Conflict and violence
India,http://www.achrweb.org/reports/india/AssamIDPs2014.pdf,Conflict and violence
India,http://www.scribd.com/doc/254592636/Recent-Violence-Against-Adivasis-in-Assam-Report-of-a-Fact-Finding-Team-January-2015#scribd,Conflict and violence
India,http://www.abc.net.au/news/2014-05-03/an-india-assam-violence/5428474,Conflict and violence
India,http://www.thehindu.com/todays-paper/tp-national/situation-in-karbi-anglong-limping-back-to-normal/article5637600.ece,Conflict and violence
India,http://khalracentre.org/wp-content/uploads/Report%20of%20the%20Fact%20Finding%20by%20Human%20Rights%20Law%20Network.pdf,Conflict and violence
India,http://www.wing-india.org/wp-content/uploads/2014/09/Assam-Nagaland-border-conflict-final-2014-_1_pdf.pdf,Conflict and violence
Indonesia,http://reliefweb.int/report/indonesia/flood-displaces-18000-indonesia,Disasters
Indonesia,http://floodlist.com/asia/east-west-java-indonesia,Disasters
Indonesia,http://www.bbc.com/news/world-asia-25548526,Disasters
Indonesia,http://www.thejakartapost.com/news/2013/04/22/wary-gas-residents-still-evacuating-after-dieng-quake.html,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/63,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/212,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/20,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/130,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/17,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/142,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/135,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/166,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/211,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/228,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/244,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/16,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/207,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/10,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/33,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/15,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/147,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/189,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/102,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/154,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/53,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/59,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/215,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/116,Disasters
Indonesia,http://adinet.ahacentre.org/reports/view/45,Disasters
Indonesia,http://floodlist.com/asia/thousands-evacuated-floods-malaysia-indonesia,Disasters
Indonesia,http://www.thejakartapost.com/news/2015/05/09/hundreds-flee-mt-karangetang-activity.html,Disasters
Indonesia,http://reliefweb.int/sites/reliefweb.int/files/resources/ROAP_Snapshot_150720.pdf,Disasters
Indonesia,http://america.aljazeera.com/articles/2015/9/25/indonesia-rocked-by-earthquake.html,Disasters
Indonesia,http://aceh.antaranews.com/berita/27747/ribuan-warga-aceh-barat-mengungsi-akibat-banjir,Disasters
Indonesia,http://www.www.mediaindonesia.com/mipagi/read/17841/Banjir-Rendam-9-Kabupaten-di-Aceh/2015/12/15,Disasters
Indonesia,http://www.antaranews.com/en/news/99554/hundred-victims-of-tolikara-conflict-evacuated,Conflict and violence
Indonesia,http://www.internal-displacement.org/south-and-south-east-asia/indonesia/figures-analysis,Conflict and violence
Iran; Islamic Rep.,http://reliefweb.int/sites/reliefweb.int/files/resources/Information%20Bulletin%20no%202%20Iran%20Earthquake%2028%20November%202013.pdf,Disasters
Iran; Islamic Rep.,http://reliefweb.int/report/iran-islamic-republic/information-bulletin-no-1-bushehr-earthquake-%E2%80%93-iran-april-2013,Disasters
Iran; Islamic Rep.,https://www.eeri.org/wp-content/uploads/Mormori_Reconn_Rep_20_9_2014.pdf,Disasters
Iran; Islamic Rep.,http://floodlist.com/asia/floods-iran-iraq-70-dead-cholera-outbreak,Disasters
Iraq,http://www.talkradionews.com/united-nations/2013/02/07/iraq-flooding-un-responds.html#.U0Zrj6h_vng,Disasters
Israel,http://www.jpost.com/National-News/Wildfires-break-out-across-Israel-for-2nd-day-311357,Disasters
Israel,http://erccportal.jrc.ec.europa.eu/ECHO-Flash/Echo-Flash-Item/oid/2878/xmps/1974,Disasters
Italy,http://erccportal.jrc.ec.europa.eu/ECHO-Flash/Echo-Flash-Item/oid/5067/xmps/1974,Disasters
Italy,http://www.rainews.it/dl/rainews/articoli/Maltempo-ciclone-sulla-Sardegna-Allagamenti-a-Olbia-Il-sindaco-Restate-a-casa-0f6882ef-d3dd-4a16-90d0-e259e5a46ef7.html,Disasters
Italy,http://floodlist.com/europe/4-dead-as-heavy-rain-causes-floods-in-italy-and-balkans,Disasters
Japan,http://www.bousai.go.jp/updates/h25ooame08/pdf/h25ooame08_10.pdf,Disasters
Japan,http://www.bousai.go.jp/updates/h25typhoon18/pdf/h25typhoon18_8.pdf,Disasters
Japan,https://www-secure.ifrc.org/DMISII/pages/02_Disaster_tracking/02011_form_read.aspx?repid=7529,Disasters
Japan,http://www.bousai.go.jp/updates/h25tsuyuki08/pdf/h25tsuyuki08_03.pdf,Disasters
Japan,http://www.bousai.go.jp/updates/h2504awaji/pdf/h2504awaji08.pdf,Disasters
Japan,http://www.japantimes.co.jp/news/2014/10/06/national/strong-typhoon-bearing-tokyo-area/#.VUoqco6qpBd,Disasters
Japan,http://thewatchers.adorraeli.com/2014/08/09/typhoon-halong-to-make-landfall-in-southern-japan-grounds-flights/,Disasters
Japan,http://www.bloomberg.com/news/2014-07-08/typhoon-neoguri-weakens-0n-track-toward-kyushu-island.html,Disasters
Japan,http://www.bousai.go.jp/updates/h2627ooyuki/pdf/h2627ooyuki_03.pdf,Disasters
Japan,http://mainichi.jp/english/articles/20150611/p2a/00m/0na/006000c,Disasters
Japan,http://www.bousai.go.jp/updates/h270529kazan/pdf/h270619kazan_01.pdf,Disasters
Japan,http://www.bousai.go.jp/updates/h27typhoon11/pdf/h27typhoon11_09.pdf,Disasters
Japan,http://www.bousai.go.jp/updates/h27sakurajima/pdf/h27sakurajima_04.pdf,Disasters
Japan,http://www.bousai.go.jp/updates/h27typhoon15/pdf/h27typhoon15_04.pdf,Disasters
Japan,https://weather.com/storms/typhoon/news/tropical-storm-etau-japan-flooding-landslides,Disasters
Japan,http://glidenumber.net/glide/public/search/details.jsp?glide=20561&record=2&last=129,Disasters
Kazakhstan,http://reliefweb.int/sites/reliefweb.int/files/resources/ROCCA_00024_HSRC_20150716_ENG.pdf,Disasters
Kazakhstan,http://floodlist.com/asia/kazakhstan-floods-1000-evacuated-almaty-region-july-2015,Disasters
Kenya,http://webcache.googleusercontent.com/search?q=cache:j1PheI7t9rMJ:https://www.kenyaredcross.org/PDF/Appeals/Floods/Reconstruction%2520and%2520Response%2520on%2520aftermath%2520of%2520Floods%25202013.pdf+&cd=1&hl=fr&ct=clnk&gl=ch&client=safari,Disasters
Kenya,http://www.nation.co.ke/counties/mombasa/300-left-homeless-as-mudslide-buries-houses-in-Jomvu/-/1954178/2545352/-/28l5c0z/-/index.html,Disasters
Kenya,http://reliefweb.int/sites/reliefweb.int/files/resources/EA_Regional_Snapshot_20150211.pdf,Conflict and violence
Kenya,http://www.standardmedia.co.ke/article/2000184111/final-phase-of-idps-resettlement-to-cost-the-government-over-sh4-48billion,Conflict and violence
Korea; Dem. Rep.,http://radiookapi.net/actualite/2013/02/04/katanga-nouveau-bilan-des-pluies-malemba-nkulu-23-000-sans-abris/#.U2EMqYF_vng,Disasters
Korea; Dem. Rep.,https://weather.com/storms/hurricane/news/typhoon-goni-impacts,Disasters
Lao People's Democratic Republic,http://reliefweb.int/report/lao-peoples-democratic-republic/flooding-and-severe-weather-se-asia-september-2013,Disasters
Lao People's Democratic Republic,http://adinet.ahacentre.org/reports/view/103?l=en_US,Disasters
Lao People's Democratic Republic,http://reliefweb.int/sites/reliefweb.int/files/resources/RRF06-2015_Lao-PDR_Flood_Response.pdf,Disasters
Lao People's Democratic Republic,http://adinet.ahacentre.org/reports/view/788,Disasters
Lebanon,http://reliefweb.int/sites/reliefweb.int/files/resources/MDRLB005do.pdf,Disasters
Lebanon,http://reliefweb.int/sites/reliefweb.int/files/resources/Humanitarian%20Update%20-%20Issue%2015%20%2801%20December%202015%20-%20%2015%20January%202015%29_EN_web.pdf,Conflict and violence
Lebanon,http://www.un.org/apps/news/story.asp?NewsID=51719#.VrMdVDbhA1g,Conflict and violence
Libya,http://www.libyaherald.com/2013/05/03/emergency-aid-flown-to-flood-victims-in-the-south-east/#axzz35Xlo0g3L,Disasters
Libya,http://www.libyaobserver.ly/news/500000-idps-are-need-urgent-humanitarian-assistance-libyan-red-crescent-says,Conflict and violence
Madagascar,http://reliefweb.int/sites/reliefweb.int/files/resources/OCHA_ROSA_Humanitarian_Bulletin_Issue15_May2014.pdf,Disasters
Madagascar,http://www.primature.gov.mg/cpgu/?p=211,Disasters
Malaysia,http://adinet.ahacentre.org/reports/view/21,Disasters
Malaysia,http://adinet.ahacentre.org/reports/view/51,Disasters
Malaysia,http://adinet.ahacentre.org/reports/view/203,Disasters
Malaysia,http://adinet.ahacentre.org/reports/view/220,Disasters
Malaysia,http://adinet.ahacentre.org/reports/view/42,Disasters
Malaysia,http://adinet.ahacentre.org/reports/view/60,Disasters
Malaysia,http://www.bt.com.bn/news-asia/2015/01/22/flood-situation-hits-sabah,Disasters
Malaysia,http://floodlist.com/asia/malaysia-floods-3000-evacuate-december-2015,Disasters
Malaysia,http://reliefweb.int/sites/reliefweb.int/files/resources/Weekly%2023-29%20Nov15_0.pdf,Disasters
Malaysia,http://reliefweb.int/report/philippines/asean-weekly-disaster-update-21-27-december-2015,Disasters
Mali,http://maliactu.net/mali-point-de-presse-hebdomadaire-de-la-minusma-13-aout/,Disasters
Mali,https://www.humanitarianresponse.info/fr/system/files/documents/files/dtm_janvier_2016.pdf,Conflict and violence
Marshall Islands,http://reliefweb.int/report/marshall-islands/ocha-flash-update-marshall-islands-king-tides-4-march-2014,Disasters
Mauritius,http://www.govmu.org/English/News/Pages/Cyclone-Bansi-National-Disaster-Risk-Reduction-and-Management-Centre-submits-report.aspx,Disasters
Mexico,http://newsinfo.inquirer.net/427651/severe-flooding-reported-in-mexican-border-city#ixzz320meKEgu,Disasters
Mexico,http://news.discovery.com/earth/weather-extreme-events/flood-landslides-wreak-havoc-mexico-130921.htm,Disasters
Mexico,http://www.redhum.org/emergencia_detail/tormenta-tropical-boris,Disasters
Mexico,http://reliefweb.int/report/mexico/tropical-storm-batters-southern-mexico-coast-kills-six,Disasters
Mexico,http://floodlist.com/america/mexico-floods-michoacan-guerrero-2-days-rain.  ,Disasters
Mexico,http://www.jornada.unam.mx/ultimas/2015/10/20/inundaciones-y-deslizamientos-en-38-municipios-de-veracruz-4681.html.  ,Disasters
Mexico,http://erccportal.jrc.ec.europa.eu/ECHO-Flash/ECHO-Flash-Item/oid/6779,Disasters
Mexico,http://news.yahoo.com/heavy-rains-bring-flooding-mexicos-yucatan-143406082.html,Disasters
Mexico,http://erccportal.jrc.ec.europa.eu/ECHO-Flash/Echo-Flash-Item/oid/7647/xmps/1974,Disasters
Micronesia; Fed. Sts.,https://www.usaid.gov/sites/default/files/documents/1866/maysak_fs01_04-06-2015.pdf,Disasters
Morocco,http://reliefweb.int/sites/reliefweb.int/files/resources/MDRMA006du1.pdf,Disasters
Mozambique,http://reliefweb.int/sites/reliefweb.int/files/resources/Mozambique-UNRCO%20Situation%20Report%204%20-%2020130220.pdf,Disasters
Mozambique,http://www.globaldtm.info/mozambique/,Disasters
Myanmar,http://reliefweb.int/disaster/fl-2013-000087-mmr,Disasters
Myanmar,http://reliefweb.int/report/myanmar/myanmar-humanitarian-bulletin-issue-06-1-%E2%80%93-31-jul-2013,Disasters
Myanmar,http://reliefweb.int/sites/reliefweb.int/files/resources/Bulletin_Myanmar_Humanitarian_Sep2013.pdf,Disasters
Myanmar,http://reliefweb.int/sites/reliefweb.int/files/resources/Bulletin_Humanitarian_OCHA_Aug2014.pdf,Disasters
Myanmar,http://adinet.ahacentre.org/reports/view/84,Disasters
Myanmar,http://adinet.ahacentre.org/reports/view/89,Disasters
Myanmar,http://reliefweb.int/sites/reliefweb.int/files/resources/NNDMC%20sitrep%204%2020150902%20final.pdf,Disasters
Myanmar,http://www.ifrc.org/en/news-and-media/news-stories/asia-pacific/myanmar/thousands-forced-to-evacuate-as-severe-floods-hit-rakhine-state--68992/,Disasters
Myanmar,http://themimu.info/sites/themimu.info/files/documents/Snapshot_Humanitarian_OCHA_25Jan2016.pdf,Conflict and violence
Namibia,http://reliefweb.int/report/namibia/heavy-rains-flood-villages,Disasters
Namibia,http://www.namibiansun.com/environment/flooding-alert-for-kunene-river.63995,Disasters
Nepal,http://reliefweb.int/sites/reliefweb.int/files/resources/IBSAregionfl080914.pdf,Disasters
Nepal,http://floodlist.com/asia/landslide-flooding-nepal-india,Disasters
Nepal,http://un.org.np/sites/default/files/PDNA-volume-B.pdf,Disasters
Nepal,http://www.unhcr.org/50a9f82cb.html,Conflict and violence
New Zealand,http://www.nzherald.co.nz/floods/news/article.cfm?c_id=205&objectid=11140679,Disasters
New Zealand,http://hwe.niwa.co.nz/event/April_2013_Upper_North_Island_and_Nelson_Storm,Disasters
New Zealand,http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11468928,Disasters
Nicaragua,http://floodlist.com/america/flood-nicaragua-worsens-24-dead-32000-displaced,Disasters
Nicaragua,http://reliefweb.int/sites/reliefweb.int/files/resources/Nicaragua%20Emergencia%20Terremoto%20Reporte%20de%20Situacion%20No%203.pdf,Disasters
Nicaragua,http://www.laprensa.com.ni/2015/12/02/departamentales/1946527-pobladores-volcan-momotombo,Disasters
Niger,http://reliefweb.int/sites/reliefweb.int/files/resources/Inondations_03102014.pdf,Disasters
Niger,http://reliefweb.int/report/niger/niger-humanitarian-dashboard-december-2015,Conflict and violence
Nigeria,http://dailypost.ng/2014/09/30/flood-wreaks-havoc-ebonyi-destroys-200-houses/,Disasters
Nigeria,http://nationalmirroronline.net/new/flood-displaces-200-families-in-katsina/,Disasters
Nigeria,http://reliefweb.int/sites/reliefweb.int/files/resources/External%20Weekly%2023-30%20July%202014.pdf,Disasters
Nigeria,http://floodlist.com/africa/ongoing-flooding-southern-nigeria-kills-15,Disasters
Nigeria,http://allafrica.com/stories/201409020257.html,Disasters
Nigeria,http://leadership.ng/features/386588/day-flood-ravaged-makurdi-communities-sent-100-packing,Disasters
Nigeria,http://erccportal.jrc.ec.europa.eu/ECHO-Flash/ECHO-Flash-Item/oid/7099,Disasters
Nigeria,http://erccportal.jrc.ec.europa.eu/ECHO-Flash/ECHO-Flash-Item/oid/7282,Disasters
Nigeria,http://erccportal.jrc.ec.europa.eu/ECHO-Flash/ECHO-Flash-Item/oid/7533,Disasters
Nigeria,http://nigeria.iom.int/sites/default/files/dtm/01_IOM%20DTM%20Nigeria_Round%20VII%20Report_20151223.pdf,Conflict and violence
Norway,http://erccportal.jrc.ec.europa.eu/ECHO-Flash/Echo-Flash-Item/oid/1610/xmps/1974,Disasters
Norway,http://erccportal.jrc.ec.europa.eu/ECHO-Flash/Echo-Flash-Item/oid/4937/xmps/1974,Disasters
Norway,http://erccportal.jrc.ec.europa.eu/ercmaps/ECDM_20140130_Norway_Fires.pdf,Disasters
Norway,http://floodlist.com/europe/norway-record-rain-causes-flooding-in-south,Disasters
Pakistan,http://www.balochistanexpressquetta.com/2014/04/16/first-anniversary-of-devastating-earthquake-in-mashkail/,Disasters
Pakistan,http://erccportal.jrc.ec.europa.eu/ECHO-Flash/ECHO-Flash-Item/oid/7146,Disasters
Pakistan,http://reliefweb.int/sites/reliefweb.int/files/resources/Special%20Report%20on%2030.04.2015.pdf,Disasters
Pakistan,http://erccportal.jrc.ec.europa.eu/ECHO-Flash/Echo-Flash-Item/oid/6466/xmps/1974,Disasters
Pakistan,http://reliefweb.int/map/pakistan/pakistan-flood-impact-update-2-aug-2-015,Disasters
Pakistan,http://www.ndma.gov.pk/dynamic/?p=2500,Disasters
Pakistan,http://reliefweb.int/sites/reliefweb.int/files/resources/protection_cluster_quarterly_bulletin_october_-_december_2015.pdf,Conflict and violence
Pakistan,http://www.internal-displacement.org/south-and-south-east-asia/pakistan/figures-analysis,Conflict and violence
Palestine,http://www.unrwa.org/newsroom/press-releases/unrwa-declares-emergency-gaza-city-due-extreme-weather-and-flooding,Disasters
Palestine,http://reliefweb.int/sites/reliefweb.int/files/resources/MDRPS010dfr.pdf,Disasters
Palestine,https://www.ochaopt.org/documents/press_release_170_palestinians_and_26_israelis_killed_in_2015_english.pdf,Conflict and violence
Palestine,https://www.ochaopt.org/documents/hno_december29_final.pdf,Conflict and violence
Palestine,http://www.badil.org/phocadownloadpap/Badil_docs/publications/Q&A-en.pdf,Conflict and violence
Palestine,http://www.ochaopt.org/documents/ocha_opt_the_humanitarian_monitor_2014_05_29_english.pdf,Conflict and violence
Palestine,http://www.btselem.org/download/200705_hebron_eng.pdf,Conflict and violence
Panama,http://erccportal.jrc.ec.europa.eu/ECHO-Flash/Echo-Flash-Item/oid/4349/xmps/1974,Disasters
Panama,http://www.sinaproc.gob.pa/nota-numero-1113.html,Disasters
Panama,http://www.prensa.com/redaccion_de_prensa-com/personas-afectadas-lluvias-capital_0_4081841827.html,Disasters
Papua New Guinea,http://erccportal.jrc.ec.europa.eu/ECHO-Flash/ECHO-Flash-List/yy/2014/mm/7,Disasters
Papua New Guinea,http://www.iom.int/cms/en/sites/iom/home/news-and-views/press-briefing-notes/pbn-2014/pbn-listing/helping-cyclone-victims-in-papua.html,Disasters
Papua New Guinea,http://floodlist.com/asia/floods-papua-new-guinea,Disasters
Papua New Guinea,http://www.radionz.co.nz/international/pacific-news/241761/bougainville-red-cross-says-about-50-houses-wrecked-by-quake,Disasters
Papua New Guinea,https://www.icrc.org/eng/resources/documents/news-release/2014/01-24-papua-new-guinea-violence.htm,Conflict and violence
Papua New Guinea,http://www.internal-displacement.org/south-and-south-east-asia/papua-new-guinea/figures-analysis,Conflict and violence
Paraguay,http://floodlist.com/america/paraguay-evacuation-asuncion-paraguay-river-overflows.  ,Disasters
Paraguay,http://news.yahoo.com/five-dead-150-000-evacuated-latin-america-floods-175649848.html,Disasters
Paraguay,http://reliefweb.int/report/paraguay/mil-200-familias-pierden-casas-y-cultivos-por-temporal-en-paraguay,Disasters
Peru,http://www.indeci.gob.pe/objetos/alerta/MTAwNQ==/20141209183022.pdf,Disasters
Peru,http://reliefweb.int/sites/reliefweb.int/files/resources/PE_RC%20Situation%20Report_01_Ubinas_Volcano_ENG.pdf,Disasters
Peru,http://floodlist.com/america/rivers-overflow-ancash-huanuco-regions-peru,Disasters
Peru,http://www.larepublica.pe/02-01-2014/huaico-deja-mas-de-100-afectados-en-distrito-quellouno#!foto2,Disasters
Peru,http://elcomercio.pe/peru/ancash/desborde-rio-afecto-decenas-viviendas-ancash-noticia-1713109,Disasters
Peru,http://floodlist.com/america/floods-displace-3000-san-martin-northern-peru,Disasters
Peru,http://floodlist.com/america/peru-floods-landslides-5-regions-call-state-of-emergency.  ,Disasters
Peru,http://erccportal.jrc.ec.europa.eu/ECHO-Flash/Echo-Flash-Item/oid/5935/xmps/1974,Disasters
Peru,http://floodlist.com/america/peru-floods-san-martin-december-2015,Disasters
Peru,http://reliefweb.int/sites/reliefweb.int/files/resources/LAC-Report-Weekly_Note_On_Emergencies-ROLAC-ENG-20150914-MR-17015.pdf.  ,Disasters
Peru,http://www.oimperu.org/sitehome/sites/default/files/Documentos/Desplazamientos_Internos.pdf,Conflict and violence
Philippines,http://www.ndrrmc.gov.ph/attachments/article/1093/UPD%20SitRep%2011%20re%20Effects%20of%20SW%20Monsoon%20%2802OCT2013%29.pdf,Disasters
Philippines,"http://www.ndrrmc.gov.ph/attachments/article/908/UPD%20re%20IMCP%20of%20310800H%20Jan-010600H%20Feb%202013,%2001-02-13,%206AM.pdf",Disasters
Philippines,http://www.ndrrmc.gov.ph/attachments/article/882/Update%20Sitrep%20No.4%20re%20Effects%20TD%20Bising.pdf,Disasters
Philippines,"http://www.ndrrmc.gov.ph/attachments/article/1034/NDRRMC%20Update%20Sitrep%20No%203%20Effects%20of%20Earthquake%20at%20Carmen,%20Cotabato%20Province.pdf",Disasters
Philippines,http://www.ndrrmc.gov.ph/attachments/article/1004/Update%20Incidents.pdf,Disasters
Philippines,http://www.ndrrmc.gov.ph/attachments/article/1037/UPD%20re%20Sitrep%20No.%203%20Effects%20of%20Intertropical%20Convergence%20Zone%20%28ITCZ%29%207June2013.pdf,Disasters
Philippines,"http://www.ndrrmc.gov.ph/attachments/article/933/UPD%20SitRep%20No.13%20re%20Effects%20of%20TD%20Crising,%2024-02-13,%205PM.pdf",Disasters
Philippines,http://www.ndrrmc.gov.ph/attachments/article/1073/doc01537820130818080057.pdf,Disasters
Philippines,http://www.ndrrmc.gov.ph/attachments/article/1101/UPD%20re%20SitRep%2010%20re%20Effects%20of%20ITCZ%20%2813OCT2013-6AM%29.pdf,Disasters
Philippines,http://www.ndrrmc.gov.ph/attachments/article/1091/UPD%20re%20SitRep%2011%20re%20Effects%20of%20Ty%20ODETTE%20%2825SEP2013%29.pdf,Disasters
Philippines,"http://www.ndrrmc.gov.ph/attachments/article/871/UPD%20re%20SitRep%20No.4%20re%20Effects%20of%20TS%20Auring,%201-7-13.pdf",Disasters
Philippines,"http://www.ndrrmc.gov.ph/attachments/article/1044/UPD%20re%20Effects%20of%20SW%20Monsoon%20&%20LPA%20in%20REGs%2011,%2012%20&%20ARMM%2019JUNE2013.PDF",Disasters
Philippines,http://www.ndrrmc.gov.ph/attachments/article/940/Binder1.pdf,Disasters
Philippines,http://www.ndrrmc.gov.ph/attachments/article/1054/sitrep%209%20update%20gorio.PDF,Disasters
Philippines,http://www.ndrrmc.gov.ph/attachments/article/1126/Update%20IMCP%20070800H-080800H.pdf,Disasters
Philippines,http://www.ndrrmc.gov.ph/attachments/article/943/Update%20Incident%20Monitored%20242000H-250800H%20022513%208am.pdf,Disasters
Philippines,http://www.ndrrmc.gov.ph/attachments/article/1134/updLSincident.pdf,Disasters
Philippines,http://www.ndrrmc.gov.ph/attachments/article/1001/UPD%20Incidents%20Monitored%20Covering%20the%20Period%20020800H-021600H%20May%202013.PDF,Disasters
Philippines,http://www.ndrrmc.gov.ph/attachments/article/1033/Update%20I%20M%20C%20P%20030800H-031700H%2003%20June%202013%205pm.pdf,Disasters
Philippines,http://www.ndrrmc.gov.ph/attachments/article/1123/NDRRMC%20UPDATE%20IMcp%20050800%20-%20051800%20NOV%2013.pdf,Disasters
Philippines,http://www.ndrrmc.gov.ph/attachments/article/1293/Effects_of_Typhoon_Glenda_(RAMMASUN)_Final_Report_16SEP2014.pdf,Disasters
Philippines,http://floodlist.com/asia/deaths-philippines-floods,Disasters
Philippines,http://www.philstar.com/nation/2014/10/10/1378631/10000-families-displaced-floods-get-food-packs,Disasters
Philippines,http://reliefweb.int/sites/reliefweb.int/files/resources/UPD%20re%20SitRep%203%20TS%20BASYANG%20%28%2801FEB2014%29%29.pdf,Disasters
Philippines,http://reliefweb.int/sites/reliefweb.int/files/resources/SitRep%20No6%20Typhoon%20JOSE.pdf,Disasters
Philippines,http://reliefweb.int/sites/reliefweb.int/files/resources/Update%20SitRep%20No.%203%20Effects%20of%20TD%20Caloy.pdf,Disasters
Philippines,http://www.gmanetwork.com/news/story/377922/news/regions/ndrrmc-1-missing-in-wake-of-mindanao-flash-floods,Disasters
Philippines,http://reliefweb.int/report/philippines/ndrrmc-sitrep-no10-re-effects-tropical-storm-amang-mekkhala,Disasters
Philippines,http://www.ndrrmc.gov.ph/attachments/article/1421/SitRep_No_09_re_Preparedness_Measures_for_TY_CHEDENG_(MAYSAK)_05APR2015_1800H.pdf,Disasters
Philippines,http://www.ndrrmc.gov.ph/attachments/article/1441/Final_Report_re_Preparedness_Measures_for_Typhoon_DODONG_as_of_7-12MAY.pdf,Disasters
Philippines,http://reliefweb.int/sites/reliefweb.int/files/resources/OCHAPhilippines%20Humanitarian%20Bulletin%20No6%20%28June%202015%29%20FINAL.pdf,Disasters
Philippines,http://www.ndrrmc.gov.ph/index.php/8-ndrrmc-update/2487-situational-report-re-effect-of-enchanced-southwest-monsoon,Disasters
Philippines,http://reliefweb.int/report/philippines/ndrrmc-update-sitrep-no-17-preparedness-measures-and-effects-typhoon-ineng-goni,Disasters
